"GameID","Datum","Zeit","TableID","Guthaben","Spielstand","Einsatz","Drehrichtung","Ausgang","Ergebnis","Farbe","Gerade","HiLo","Dutzend","Kolonne"
"759","Freitag, 5. August 2016","22:25:21","Betfair Aria","2974","[21, 30]","51","rechts","verloren","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"760","Freitag, 5. August 2016","22:27:30","Artemis Liene","2923","[21, 30, 51]","72","rechts","gewonnen","6","schwarz","gerade","niedrig","1.Dutzend","3.Kolonne"
"761","Freitag, 5. August 2016","22:28:23","Artemis Liene","2995","[30]","30","links","gewonnen","20","schwarz","gerade","hoch","2.Dutzend","2.Kolonne"
"762","Freitag, 5. August 2016","22:29:07","Artemis Liene","3025","[1, 1, 1, 1, 1]","2","rechts","verloren","16","rot","gerade","niedrig","2.Dutzend","1.Kolonne"
"763","Freitag, 5. August 2016","22:30:00","Artemis Liene","3023","[1, 1, 1, 1, 1, 2]","3","links","gewonnen","21","rot","ungerade","hoch","2.Dutzend","3.Kolonne"
"764","Freitag, 5. August 2016","22:30:44","Artemis Liene","3026","[1, 1, 1, 1]","2","rechts","gewonnen","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"765","Freitag, 5. August 2016","22:31:35","Artemis Liene","3028","[1, 1]","2","links","verloren","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
"766","Freitag, 5. August 2016","22:32:19","Artemis Liene","3026","[1, 1, 2]","3","rechts","verloren","9","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"767","Freitag, 5. August 2016","22:33:11","Artemis Liene","3023","[1, 1, 2, 3]","4","links","gewonnen","21","rot","ungerade","hoch","2.Dutzend","3.Kolonne"
"768","Freitag, 5. August 2016","22:33:59","Artemis Liene","3027","[1, 2]","3","rechts","verloren","20","schwarz","gerade","hoch","2.Dutzend","2.Kolonne"
"769","Freitag, 5. August 2016","22:36:01","German Kristela","3024","[1, 2, 3]","4","rechts","gewonnen","32","rot","gerade","hoch","3.Dutzend","2.Kolonne"
"770","Freitag, 5. August 2016","22:36:54","German Kristela","3028","[2]","2","links","gewonnen","34","rot","gerade","hoch","3.Dutzend","1.Kolonne"
"771","Montag, 8. August 2016","18:58:18","Pearl Jocelyn","3030","[1, 1, 1, 1, 1]","2","rechts","verloren","2","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"772","Montag, 8. August 2016","18:59:02","Pearl Jocelyn","3028","[1, 1, 1, 1, 1, 2]","3","links","gewonnen","20","schwarz","gerade","hoch","2.Dutzend","2.Kolonne"
"773","Montag, 8. August 2016","18:59:48","Pearl Jocelyn","3031","[1, 1, 1, 1]","2","rechts","verloren","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"774","Montag, 8. August 2016","19:00:34","Pearl Jocelyn","3029","[1, 1, 1, 1, 2]","3","links","gewonnen","30","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"775","Montag, 8. August 2016","19:01:19","Pearl Cherie","3032","[1, 1, 1]","2","rechts","gewonnen","16","rot","gerade","niedrig","2.Dutzend","1.Kolonne"
"776","Montag, 8. August 2016","19:01:58","Pearl Cherie","3034","[1]","1","links","gewonnen","21","rot","ungerade","hoch","2.Dutzend","3.Kolonne"
"777","Montag, 8. August 2016","19:02:42","Pearl Cherie","3035","[1, 1, 1, 1, 1]","2","rechts","gewonnen","14","rot","gerade","niedrig","2.Dutzend","2.Kolonne"
"778","Montag, 8. August 2016","19:03:26","Pearl Cherie","3037","[1, 1, 1]","2","links","gewonnen","3","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"779","Montag, 8. August 2016","19:04:11","Pearl Cherie","3039","[1]","1","rechts","verloren","13","schwarz","ungerade","niedrig","2.Dutzend","1.Kolonne"
"780","Montag, 8. August 2016","19:04:56","Pearl Cherie","3038","[1, 1]","2","links","gewonnen","8","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"781","Montag, 8. August 2016","19:05:39","Pearl Cherie","3040","[1, 1, 1, 1, 1]","2","rechts","verloren","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"782","Montag, 8. August 2016","19:06:24","Pearl Cherie","3038","[1, 1, 1, 1, 1, 2]","3","links","verloren","31","schwarz","ungerade","hoch","3.Dutzend","1.Kolonne"
"783","Montag, 8. August 2016","19:07:11","Pearl Cherie","3035","[1, 1, 1, 1, 1, 2, 3]","4","rechts","gewonnen","6","schwarz","gerade","niedrig","1.Dutzend","3.Kolonne"
"784","Montag, 8. August 2016","19:07:54","Pearl Cherie","3039","[1, 1, 1, 1, 2]","3","links","verloren","27","rot","ungerade","hoch","3.Dutzend","3.Kolonne"
"785","Montag, 8. August 2016","19:08:37","Pearl Cherie","3036","[1, 1, 1, 1, 2, 3]","4","rechts","verloren","26","schwarz","gerade","hoch","3.Dutzend","2.Kolonne"
"786","Montag, 8. August 2016","19:10:24","Prestige Beatrise","3032","[1, 1, 1, 1, 2, 3, 4]","5","rechts","gewonnen","28","schwarz","gerade","hoch","3.Dutzend","1.Kolonne"
"787","Montag, 8. August 2016","19:11:12","Prestige Beatrise","3037","[1, 1, 1, 2, 3]","4","links","verloren","34","rot","gerade","hoch","3.Dutzend","1.Kolonne"
"788","Montag, 8. August 2016","19:12:05","Prestige Beatrise","3033","[1, 1, 1, 2, 3, 4]","5","rechts","gewonnen","23","rot","ungerade","hoch","2.Dutzend","2.Kolonne"
"789","Montag, 8. August 2016","19:12:56","Prestige Beatrise","3038","[1, 1, 2, 3]","4","links","gewonnen","23","rot","ungerade","hoch","2.Dutzend","2.Kolonne"
"790","Montag, 8. August 2016","19:13:37","Prestige Beatrise","3042","[1, 2]","3","rechts","verloren","0","grün","null","null","null","null"
"791","Montag, 8. August 2016","19:14:40","Prestige Beatrise","3039","[1, 2, 3]","4","links","gewonnen","1","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"792","Montag, 8. August 2016","19:15:28","Prestige Beatrise","3043","[2]","2","rechts","gewonnen","5","rot","ungerade","niedrig","1.Dutzend","2.Kolonne"
"793","Montag, 8. August 2016","19:46:44","Pearl Hershey","3045","[1, 1, 1, 1, 1]","2","links","verloren","14","rot","gerade","niedrig","2.Dutzend","2.Kolonne"
"794","Montag, 8. August 2016","19:47:25","Pearl Hershey","3043","[1, 1, 1, 1, 1, 2]","3","rechts","gewonnen","19","rot","ungerade","hoch","2.Dutzend","1.Kolonne"
"795","Montag, 8. August 2016","19:48:05","Pearl Hershey","3046","[1, 1, 1, 1]","2","links","verloren","28","schwarz","gerade","hoch","3.Dutzend","1.Kolonne"
"796","Montag, 8. August 2016","19:48:45","Pearl Hershey","3044","[1, 1, 1, 1, 2]","3","rechts","gewonnen","13","schwarz","ungerade","niedrig","2.Dutzend","1.Kolonne"
"797","Montag, 8. August 2016","19:49:24","Pearl Hershey","3047","[1, 1, 1]","2","links","gewonnen","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
"798","Montag, 8. August 2016","19:50:08","Pearl Hershey","3049","[1]","1","rechts","gewonnen","22","schwarz","gerade","hoch","2.Dutzend","1.Kolonne"
"799","Montag, 8. August 2016","19:50:50","Pearl Hershey","3050","[1, 1, 1, 1, 1]","2","links","verloren","23","rot","ungerade","hoch","2.Dutzend","2.Kolonne"
"800","Montag, 8. August 2016","19:51:31","Pearl Hershey","3048","[1, 1, 1, 1, 1, 2]","3","rechts","gewonnen","19","rot","ungerade","hoch","2.Dutzend","1.Kolonne"
"801","Montag, 8. August 2016","19:52:13","Pearl Hershey","3051","[1, 1, 1, 1]","2","links","verloren","33","schwarz","ungerade","hoch","3.Dutzend","3.Kolonne"
"802","Montag, 8. August 2016","19:52:56","Pearl Hershey","3049","[1, 1, 1, 1, 2]","3","rechts","gewonnen","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"803","Montag, 8. August 2016","19:53:38","Pearl Hershey","3052","[1, 1, 1]","2","links","gewonnen","10","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"804","Montag, 8. August 2016","19:54:19","Pearl Hershey","3054","[1]","1","rechts","gewonnen","8","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"805","Dienstag, 9. August 2016","22:29:36","Aphrodite Reina","3055","[1, 1, 1, 1, 1]","2","links","gewonnen","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"806","Dienstag, 9. August 2016","22:30:18","Aphrodite Reina","3057","[1, 1, 1]","2","rechts","gewonnen","8","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"807","Dienstag, 9. August 2016","22:31:00","Aphrodite Reina","3059","[1]","1","links","verloren","19","rot","ungerade","hoch","2.Dutzend","1.Kolonne"
"808","Dienstag, 9. August 2016","22:31:49","Aphrodite Reina","3058","[1, 1]","2","rechts","gewonnen","18","rot","gerade","niedrig","2.Dutzend","3.Kolonne"
"809","Dienstag, 9. August 2016","22:32:33","Aphrodite Reina","3060","[1, 1, 1, 1, 1]","2","links","verloren","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"810","Dienstag, 9. August 2016","22:33:16","Aphrodite Reina","3058","[1, 1, 1, 1, 1, 2]","3","rechts","gewonnen","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"811","Dienstag, 9. August 2016","22:34:06","Aphrodite Reina","3061","[1, 1, 1, 1]","2","links","gewonnen","15","schwarz","ungerade","niedrig","2.Dutzend","3.Kolonne"
"812","Dienstag, 9. August 2016","22:34:51","Aphrodite Reina","3063","[1, 1]","2","rechts","verloren","27","rot","ungerade","hoch","3.Dutzend","3.Kolonne"
"813","Dienstag, 9. August 2016","22:35:40","Aphrodite Reina","3061","[1, 1, 2]","3","links","verloren","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"814","Dienstag, 9. August 2016","22:36:20","Aphrodite Reina","3058","[1, 1, 2, 3]","4","rechts","gewonnen","2","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"815","Dienstag, 9. August 2016","22:37:03","Aphrodite Reina","3062","[1, 2]","3","links","gewonnen","4","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"816","Dienstag, 9. August 2016","22:37:50","Aphrodite Reina","3065","[1, 1, 1, 1, 1]","2","rechts","gewonnen","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"817","Dienstag, 9. August 2016","22:38:35","Aphrodite Reina","3067","[1, 1, 1]","2","links","verloren","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"818","Dienstag, 9. August 2016","22:39:13","Aphrodite Reina","3065","[1, 1, 1, 2]","3","rechts","gewonnen","7","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"819","Dienstag, 9. August 2016","22:39:57","Aphrodite Reina","3068","[1, 1]","2","links","gewonnen","32","rot","gerade","hoch","3.Dutzend","2.Kolonne"
"820","Dienstag, 9. August 2016","22:40:41","Aphrodite Reina","3070","[1, 1, 1, 1, 1]","2","rechts","gewonnen","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"821","Dienstag, 9. August 2016","22:41:32","Aphrodite Reina","3072","[1, 1, 1]","2","links","verloren","26","schwarz","gerade","hoch","3.Dutzend","2.Kolonne"
"822","Dienstag, 9. August 2016","22:42:11","Aphrodite Reina","3070","[1, 1, 1, 2]","3","rechts","verloren","16","rot","gerade","niedrig","2.Dutzend","1.Kolonne"
"823","Dienstag, 9. August 2016","22:42:55","Aphrodite Reina","3067","[1, 1, 1, 2, 3]","4","links","gewonnen","1","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"824","Dienstag, 9. August 2016","22:43:43","Aphrodite Reina","3071","[1, 1, 2]","3","rechts","gewonnen","18","rot","gerade","niedrig","2.Dutzend","3.Kolonne"
"825","Dienstag, 9. August 2016","22:44:32","Aphrodite Reina","3074","[1]","1","links","gewonnen","7","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"826","Dienstag, 9. August 2016","22:45:20","Aphrodite Reina","3075","[1, 1, 1, 1, 1]","2","rechts","verloren","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
"827","Dienstag, 9. August 2016","22:46:05","Aphrodite Reina","3073","[1, 1, 1, 1, 1, 2]","3","links","gewonnen","28","schwarz","gerade","hoch","3.Dutzend","1.Kolonne"
"828","Dienstag, 9. August 2016","22:46:54","Aphrodite Reina","3076","[1, 1, 1, 1]","2","rechts","verloren","16","rot","gerade","niedrig","2.Dutzend","1.Kolonne"
"829","Dienstag, 9. August 2016","22:47:38","Aphrodite Reina","3074","[1, 1, 1, 1, 2]","3","links","gewonnen","27","rot","ungerade","hoch","3.Dutzend","3.Kolonne"
"830","Dienstag, 9. August 2016","22:48:29","Aphrodite Reina","3077","[1, 1, 1]","2","rechts","verloren","15","schwarz","ungerade","niedrig","2.Dutzend","3.Kolonne"
"831","Dienstag, 9. August 2016","22:49:17","Aphrodite Reina","3075","[1, 1, 1, 2]","3","links","verloren","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"832","Dienstag, 9. August 2016","22:50:00","Aphrodite Reina","3072","[1, 1, 1, 2, 3]","4","rechts","gewonnen","18","rot","gerade","niedrig","2.Dutzend","3.Kolonne"
"833","Dienstag, 9. August 2016","22:50:43","Aphrodite Reina","3076","[1, 1, 2]","3","links","verloren","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
"834","Dienstag, 9. August 2016","22:51:32","Aphrodite Reina","3073","[1, 1, 2, 3]","4","rechts","gewonnen","33","schwarz","ungerade","hoch","3.Dutzend","3.Kolonne"
"835","Dienstag, 9. August 2016","22:52:15","Aphrodite Reina","3077","[1, 2]","3","links","verloren","32","rot","gerade","hoch","3.Dutzend","2.Kolonne"
"836","Dienstag, 9. August 2016","22:53:00","Aphrodite Reina","3074","[1, 2, 3]","4","rechts","verloren","22","schwarz","gerade","hoch","2.Dutzend","1.Kolonne"
"837","Dienstag, 9. August 2016","22:53:44","Aphrodite Reina","3070","[1, 2, 3, 4]","5","links","gewonnen","6","schwarz","gerade","niedrig","1.Dutzend","3.Kolonne"
"838","Dienstag, 9. August 2016","22:54:30","Aphrodite Reina","3075","[2, 3]","5","rechts","gewonnen","22","schwarz","gerade","hoch","2.Dutzend","1.Kolonne"
"839","Dienstag, 9. August 2016","22:55:13","Aphrodite Reina","3080","[1, 1, 1, 1, 1]","2","links","gewonnen","8","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"840","Dienstag, 9. August 2016","22:55:59","Aphrodite Reina","3082","[1, 1, 1]","2","rechts","gewonnen","10","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"841","Dienstag, 9. August 2016","22:56:44","Aphrodite Reina","3084","[1]","1","links","verloren","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"842","Dienstag, 9. August 2016","22:57:33","Aphrodite Reina","3083","[1, 1]","2","rechts","verloren","13","schwarz","ungerade","niedrig","2.Dutzend","1.Kolonne"
"843","Dienstag, 9. August 2016","22:58:22","Aphrodite Reina","3081","[1, 1, 2]","3","links","verloren","19","rot","ungerade","hoch","2.Dutzend","1.Kolonne"
"844","Dienstag, 9. August 2016","22:59:13","Aphrodite Leticija","3078","[1, 1, 2, 3]","4","rechts","verloren","26","schwarz","gerade","hoch","3.Dutzend","2.Kolonne"
"845","Dienstag, 9. August 2016","23:00:00","Aphrodite Leticija","3074","[1, 1, 2, 3, 4]","5","links","verloren","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"846","Dienstag, 9. August 2016","23:00:53","Betfair Maila","3069","[1, 1, 2, 3, 4, 5]","6","rechts","verloren","14","rot","gerade","niedrig","2.Dutzend","2.Kolonne"
"847","Dienstag, 9. August 2016","23:01:46","Betfair Maila","3063","[1, 1, 2, 3, 4, 5, 6]","7","links","verloren","20","schwarz","gerade","hoch","2.Dutzend","2.Kolonne"
"848","Dienstag, 9. August 2016","23:02:31","Betfair Maila","3056","[1, 1, 2, 3, 4, 5, 6, 7]","8","rechts","gewonnen","25","rot","ungerade","hoch","3.Dutzend","1.Kolonne"
"849","Dienstag, 9. August 2016","23:03:18","Betfair Maila","3064","[1, 2, 3, 4, 5, 6]","7","links","verloren","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"850","Dienstag, 9. August 2016","23:04:07","Betfair Maila","3057","[1, 2, 3, 4, 5, 6, 7]","8","rechts","verloren","22","schwarz","gerade","hoch","2.Dutzend","1.Kolonne"
"851","Dienstag, 9. August 2016","23:04:56","Betfair Maila","3049","[1, 2, 3, 4, 5, 6, 7, 8]","9","links","gewonnen","8","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"852","Dienstag, 9. August 2016","23:05:44","Betfair Maila","3058","[2, 3, 4, 5, 6, 7]","9","rechts","gewonnen","24","schwarz","gerade","hoch","2.Dutzend","3.Kolonne"
"853","Dienstag, 9. August 2016","23:06:33","Betfair Maila","3067","[3, 4, 5, 6]","9","links","gewonnen","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"854","Dienstag, 9. August 2016","23:07:22","Betfair Maila","3076","[4, 5]","9","rechts","verloren","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"855","Dienstag, 9. August 2016","23:08:14","Betfair Maila","3067","[4, 5, 9]","13","links","verloren","26","schwarz","gerade","hoch","3.Dutzend","2.Kolonne"
"856","Dienstag, 9. August 2016","23:09:01","Betfair Maila","3054","[4, 5, 9, 13]","17","rechts","verloren","18","rot","gerade","niedrig","2.Dutzend","3.Kolonne"
"857","Dienstag, 9. August 2016","23:09:50","Betfair Maila","3037","[4, 5, 9, 13, 17]","21","links","gewonnen","7","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"858","Dienstag, 9. August 2016","23:10:38","Betfair Maila","3058","[5, 9, 13]","18","rechts","gewonnen","9","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"859","Dienstag, 9. August 2016","23:11:27","Betfair Maila","3076","[9]","9","links","gewonnen","1","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"860","Dienstag, 9. August 2016","23:12:15","Betfair Maila","3085","[1, 1, 1, 1, 1]","2","rechts","gewonnen","25","rot","ungerade","hoch","3.Dutzend","1.Kolonne"
"861","Dienstag, 9. August 2016","23:12:57","Betfair Maila","3087","[1, 1, 1]","2","links","gewonnen","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"862","Dienstag, 9. August 2016","23:13:45","Betfair Maila","3089","[1]","1","rechts","verloren","20","schwarz","gerade","hoch","2.Dutzend","2.Kolonne"
"863","Dienstag, 9. August 2016","23:14:28","Betfair Maila","3088","[1, 1]","2","links","gewonnen","15","schwarz","ungerade","niedrig","2.Dutzend","3.Kolonne"
"864","Dienstag, 9. August 2016","23:15:20","Betfair Maila","3090","[1, 1, 1, 1, 1]","2","rechts","verloren","25","rot","ungerade","hoch","3.Dutzend","1.Kolonne"
"865","Dienstag, 9. August 2016","23:16:04","Betfair Maila","3088","[1, 1, 1, 1, 1, 2]","3","links","verloren","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"866","Dienstag, 9. August 2016","23:16:51","Betfair Maila","3085","[1, 1, 1, 1, 1, 2, 3]","4","rechts","verloren","9","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"867","Dienstag, 9. August 2016","23:17:37","Betfair Maila","3081","[1, 1, 1, 1, 1, 2, 3, 4]","5","links","verloren","20","schwarz","gerade","hoch","2.Dutzend","2.Kolonne"
"868","Dienstag, 9. August 2016","23:20:11","Vesta Halina","3076","[1, 1, 1, 1, 1, 2, 3, 4, 5]","6","rechts","verloren","5","rot","ungerade","niedrig","1.Dutzend","2.Kolonne"
"869","Dienstag, 9. August 2016","23:20:52","Vesta Halina","3070","[1, 1, 1, 1, 1, 2, 3, 4, 5, 6]","7","links","gewonnen","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"870","Dienstag, 9. August 2016","23:21:32","Vesta Halina","3077","[1, 1, 1, 1, 2, 3, 4, 5]","6","rechts","gewonnen","18","rot","gerade","niedrig","2.Dutzend","3.Kolonne"
"871","Dienstag, 9. August 2016","23:22:12","Vesta Halina","3083","[1, 1, 1, 2, 3, 4]","5","links","verloren","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"872","Dienstag, 9. August 2016","23:22:51","Vesta Halina","3078","[1, 1, 1, 2, 3, 4, 5]","6","rechts","gewonnen","31","schwarz","ungerade","hoch","3.Dutzend","1.Kolonne"
"873","Dienstag, 9. August 2016","23:23:30","Vesta Halina","3084","[1, 1, 2, 3, 4]","5","links","verloren","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"874","Dienstag, 9. August 2016","23:24:09","Vesta Halina","3079","[1, 1, 2, 3, 4, 5]","6","rechts","gewonnen","9","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"875","Dienstag, 9. August 2016","23:24:48","Vesta Halina","3085","[1, 2, 3, 4]","5","links","gewonnen","34","rot","gerade","hoch","3.Dutzend","1.Kolonne"
"876","Dienstag, 9. August 2016","23:25:27","Vesta Halina","3090","[2, 3]","5","rechts","verloren","28","schwarz","gerade","hoch","3.Dutzend","1.Kolonne"
"877","Dienstag, 9. August 2016","23:26:05","Vesta Halina","3085","[2, 3, 5]","7","links","gewonnen","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"878","Dienstag, 9. August 2016","23:26:40","Vesta Halina","3092","[3]","3","rechts","verloren","19","rot","ungerade","hoch","2.Dutzend","1.Kolonne"
"879","Dienstag, 9. August 2016","23:27:19","Vesta Halina","3089","[3, 3]","6","links","verloren","20","schwarz","gerade","hoch","2.Dutzend","2.Kolonne"
"880","Dienstag, 9. August 2016","23:27:58","Vesta Halina","3083","[3, 3, 6]","9","rechts","gewonnen","26","schwarz","gerade","hoch","3.Dutzend","2.Kolonne"
"881","Dienstag, 9. August 2016","23:28:40","Vesta Halina","3092","[3]","3","links","verloren","7","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"882","Dienstag, 9. August 2016","23:29:18","Vesta Halina","3089","[3, 3]","6","rechts","gewonnen","7","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"883","Mittwoch, 10. August 2016","16:44:09","Prestige Eva","3095","[1, 1, 1, 1, 1]","2","links","gewonnen","33","schwarz","ungerade","hoch","3.Dutzend","3.Kolonne"
"884","Mittwoch, 10. August 2016","16:45:01","Prestige Eva","3097","[1, 1, 1]","2","rechts","gewonnen","24","schwarz","gerade","hoch","2.Dutzend","3.Kolonne"
"885","Mittwoch, 10. August 2016","16:46:00","Prestige Eva","3099","[1]","1","links","gewonnen","22","schwarz","gerade","hoch","2.Dutzend","1.Kolonne"
"886","Mittwoch, 10. August 2016","16:46:56","Prestige Eva","3100","[1, 1, 1, 1, 1]","2","rechts","verloren","9","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"887","Mittwoch, 10. August 2016","16:47:50","Prestige Eva","3098","[1, 1, 1, 1, 1, 2]","3","links","gewonnen","23","rot","ungerade","hoch","2.Dutzend","2.Kolonne"
"888","Mittwoch, 10. August 2016","16:48:41","Prestige Eva","3101","[1, 1, 1, 1]","2","rechts","gewonnen","18","rot","gerade","niedrig","2.Dutzend","3.Kolonne"
"889","Mittwoch, 10. August 2016","16:49:31","Prestige Eva","3103","[1, 1]","2","links","verloren","10","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"890","Mittwoch, 10. August 2016","16:50:24","Prestige Eva","3101","[1, 1, 2]","3","rechts","verloren","27","rot","ungerade","hoch","3.Dutzend","3.Kolonne"
"891","Mittwoch, 10. August 2016","16:51:11","Prestige Eva","3098","[1, 1, 2, 3]","4","links","verloren","0","grün","null","null","null","null"
"892","Mittwoch, 10. August 2016","16:52:11","Prestige Eva","3094","[1, 1, 2, 3, 4]","5","rechts","verloren","22","schwarz","gerade","hoch","2.Dutzend","1.Kolonne"
"893","Mittwoch, 10. August 2016","16:52:59","Prestige Eva","3089","[1, 1, 2, 3, 4, 5]","6","links","gewonnen","2","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"894","Mittwoch, 10. August 2016","16:53:53","Prestige Eva","3095","[1, 2, 3, 4]","5","rechts","gewonnen","29","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"895","Mittwoch, 10. August 2016","16:54:45","Prestige Eva","3100","[2, 3]","5","links","gewonnen","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"896","Mittwoch, 10. August 2016","16:55:35","Prestige Eva","3105","[1, 1, 1, 1, 1]","2","rechts","gewonnen","9","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"897","Mittwoch, 10. August 2016","16:55:59","Prestige Eva","3107","[1, 1, 1]","2","rechts","verloren","9","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"898","Mittwoch, 10. August 2016","16:56:34","Prestige Eva","3105","[1, 1, 1, 2]","3","links","verloren","28","schwarz","gerade","hoch","3.Dutzend","1.Kolonne"
"899","Mittwoch, 10. August 2016","16:57:24","Prestige Eva","3102","[1, 1, 1, 2, 3]","4","rechts","gewonnen","6","schwarz","gerade","niedrig","1.Dutzend","3.Kolonne"
"900","Mittwoch, 10. August 2016","16:58:18","Prestige Eva","3106","[1, 1, 2]","3","links","gewonnen","10","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"901","Mittwoch, 10. August 2016","16:59:04","Prestige Eva","3109","[1]","1","rechts","verloren","1","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"902","Mittwoch, 10. August 2016","16:59:59","Prestige Eva","3108","[1, 1]","2","links","gewonnen","9","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"903","Donnerstag, 11. August 2016","18:32:31","Iris Marks","3110","[1, 1, 1, 1, 1]","2","links","gewonnen","25","rot","ungerade","hoch","3.Dutzend","1.Kolonne"
"904","Donnerstag, 11. August 2016","18:33:16","Iris Marks","3112","[1, 1, 1]","2","rechts","verloren","29","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"905","Donnerstag, 11. August 2016","18:34:01","Iris Marks","3110","[1, 1, 1, 2]","3","links","verloren","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"906","Donnerstag, 11. August 2016","18:34:46","Iris Marks","3107","[1, 1, 1, 2, 3]","4","rechts","gewonnen","27","rot","ungerade","hoch","3.Dutzend","3.Kolonne"
"907","Donnerstag, 11. August 2016","18:35:29","Iris Marks","3111","[1, 1, 2]","3","links","gewonnen","23","rot","ungerade","hoch","2.Dutzend","2.Kolonne"
"908","Donnerstag, 11. August 2016","18:36:17","Iris Marks","3114","[1]","1","rechts","verloren","2","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"909","Donnerstag, 11. August 2016","18:37:06","Iris Marks","3113","[1, 1]","2","links","gewonnen","26","schwarz","gerade","hoch","3.Dutzend","2.Kolonne"
"910","Donnerstag, 11. August 2016","18:37:51","Iris Marks","3115","[1, 1, 1, 1, 1]","2","rechts","verloren","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"911","Donnerstag, 11. August 2016","18:38:36","Iris Marks","3113","[1, 1, 1, 1, 1, 2]","3","links","gewonnen","32","rot","gerade","hoch","3.Dutzend","2.Kolonne"
"912","Donnerstag, 11. August 2016","18:39:19","Iris Marks","3116","[1, 1, 1, 1]","2","rechts","gewonnen","1","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"913","Donnerstag, 11. August 2016","18:40:08","Iris Marks","3118","[1, 1]","2","links","verloren","0","grün","null","null","null","null"
"914","Donnerstag, 11. August 2016","18:40:54","Iris Marks","3116","[1, 1, 2]","3","rechts","verloren","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
